query_id,regime,correlation,method,budget,recall_at_k,secure_topk_exact,latency_ms,candidates,raw_candidates,distance_evals,policy_checks,policy_violations,deleted_violations,tenant_violations,certified
16,broad,positive,PACER-A,600,0.8,0,2.201435000188212,554,600,600,600,0,0,0,0
17,medium,positive,PostFilter-IVF,600,0.7,0,0.7723180001448782,16,600,600,600,0,0,0,0
17,medium,positive,AdaptivePostFilter-IVF,600,0.5,0,0.7708170001023973,14,600,600,600,0,0,0,0
17,medium,positive,PACER-A,600,1.0,1,2.553630999955203,164,177,177,177,0,0,0,1
18,narrow,positive,PostFilter-IVF,600,0.3333333333333333,0,0.5733339999096643,1,600,600,600,0,0,0,0
18,narrow,positive,AdaptivePostFilter-IVF,600,0.3333333333333333,0,0.5650929997500498,1,600,600,600,0,0,0,0
18,narrow,positive,PACER-A,600,1.0,1,0.3207329996257613,3,4,4,4,0,0,0,1
19,cold,positive,PostFilter-IVF,600,1.0,1,0.5246850000730774,1,600,600,600,0,0,0,0
19,cold,positive,AdaptivePostFilter-IVF,600,1.0,1,0.5553250002776622,1,600,600,600,0,0,0,0
19,cold,positive,PACER-A,600,1.0,1,0.1301140000578016,1,1,1,1,0,0,0,1
20,broad,positive,PostFilter-IVF,600,0.8,0,0.7067639999149833,253,600,600,600,0,0,0,0
20,broad,positive,AdaptivePostFilter-IVF,600,0.7,0,0.5614460001197585,226,600,600,600,0,0,0,0
20,broad,positive,PACER-A,600,0.8,0,1.802032000341569,522,600,600,600,0,0,0,0
21,medium,positive,PostFilter-IVF,600,0.8,0,0.5369179998524487,25,600,600,600,0,0,0,0
21,medium,positive,AdaptivePostFilter-IVF,600,0.7,0,0.5138139999871782,21,600,600,600,0,0,0,0
21,medium,positive,PACER-A,600,1.0,1,2.2096289999353758,117,130,130,130,0,0,0,1
22,narrow,positive,PostFilter-IVF,600,0.6666666666666666,0,0.5588340000031167,4,600,600,600,0,0,0,0
22,narrow,positive,AdaptivePostFilter-IVF,600,0.6666666666666666,0,0.5376369999794406,4,600,600,600,0,0,0,0
22,narrow,positive,PACER-A,600,1.0,1,0.4197130001557525,6,8,8,8,0,0,0,1
